Probability,Solvable,Runtime,Path Length,Number of Cells Processed,Number of Bumps,Number of Planning Steps,Number of Cells Determined
0.0,true,0.560867616,414.0,11439,101,121,866
0.0,true,0.716113288,308.0,10941,102,112,698
0.0,true,0.502313643,380.0,14401,123,137,831
0.0,true,0.768717733,388.0,12049,100,119,793
0.0,true,0.666466307,356.0,9048,81,95,774
0.0,true,0.544011462,330.0,10583,95,107,727
0.0,true,0.545183131,354.0,9524,93,108,769
0.0,true,0.772977521,454.0,11722,107,130,888
0.0,true,1.541580037,560.0,16281,157,188,1168
0.0,true,0.968295801,420.0,12095,102,122,841
0.0,true,0.906506721,526.0,14968,152,179,1101
0.0,true,0.894444699,426.0,11845,106,134,889
0.0,true,0.484000293,306.0,11768,90,104,695
0.0,true,0.744660562,382.0,10846,102,117,797
0.0,true,1.041158525,424.0,13016,119,139,897
0.0,true,0.764512746,316.0,9941,97,114,701
0.0,true,0.919085567,370.0,8019,82,97,737
0.0,true,1.160456473,496.0,15153,124,147,947
0.0,true,0.903476903,384.0,9130,81,103,800
0.0,true,0.742973216,356.0,13536,116,129,769
0.0,true,0.850233186,318.0,9637,90,109,716
0.0,true,0.812246001,402.0,9484,90,115,888
0.0,true,1.011672887,378.0,9915,104,118,798
0.0,true,0.51802556,340.0,12352,92,108,746
0.0,true,0.952455328,438.0,11724,108,131,853
0.0,true,1.201211712,328.0,7945,85,95,701
0.0,true,0.904302058,420.0,11143,97,116,838
0.0,true,0.475295734,382.0,10347,96,112,829
0.0,true,0.940477931,398.0,13570,110,125,812
0.0,true,0.474477716,390.0,13357,110,129,854
0.0,true,0.741441437,370.0,10286,89,109,790
0.0,true,0.914280691,320.0,9103,91,100,689
0.0,true,0.507528205,342.0,11209,92,106,745
0.0,true,0.664767553,408.0,11920,96,114,826
0.0,true,0.992640466,348.0,9526,85,100,713
0.0,true,1.023555372,298.0,6989,70,79,623
0.0,true,0.653309443,306.0,8530,83,91,710
0.0,true,1.178135772,382.0,9289,86,99,725
0.0,true,0.756261683,370.0,7622,69,88,737
0.0,true,0.708848112,364.0,10409,100,111,780
0.0,true,0.475669263,308.0,9867,79,93,689
0.0,true,1.694379048,462.0,13019,125,144,910
0.0,true,0.691942561,430.0,13655,124,144,955
0.0,true,0.695736654,342.0,10087,86,102,760
0.0,true,1.206597014,398.0,11371,103,114,825
0.0,true,0.953097589,354.0,10828,89,104,745
0.0,true,1.160852721,346.0,10451,98,115,790
0.0,true,1.104778967,386.0,11110,100,113,824
0.0,true,0.959798572,304.0,6687,67,77,642
0.0,true,1.120688536,316.0,7417,80,92,697
0.0,true,2.400962149,438.0,11096,123,140,898
0.0,true,1.936002338,410.0,9972,101,121,839
0.0,true,0.780475952,362.0,11306,92,113,770
0.0,true,1.318499071,398.0,12745,96,119,806
0.0,true,1.307033731,420.0,14688,126,142,942
0.0,true,2.486264535,414.0,13144,105,125,784
0.0,true,1.071224335,318.0,7884,68,83,696
0.0,true,1.198208332,416.0,11961,112,131,871
0.0,true,1.351973785,442.0,13648,113,134,912
0.0,true,1.199258485,364.0,9439,97,117,812
0.0,true,1.0381162,342.0,11146,83,101,730
0.0,true,1.435505751,336.0,11409,101,108,712
0.0,true,2.623428706,388.0,10702,100,118,800
0.0,true,1.729569291,414.0,11424,107,122,850
0.0,true,3.671717528,566.0,15531,130,164,1071
0.0,true,2.119530875,432.0,14222,134,152,950
0.0,true,1.871738851,380.0,10524,96,118,789
0.0,true,2.469811904,438.0,10591,103,128,926
0.0,true,1.20473557,400.0,9596,103,123,849
0.0,true,1.79387265,382.0,10550,98,110,792
0.0,true,1.389310251,310.0,7705,80,90,671
0.0,true,1.76489807,368.0,14177,108,126,750
0.0,true,0.48241,322.0,8681,74,90,719
0.0,true,0.740399908,352.0,11394,90,104,742
0.0,true,0.431741609,282.0,9988,81,91,683
0.0,true,1.207287879,418.0,13171,126,142,887
0.0,true,2.470427597,396.0,9731,91,106,782
0.0,true,2.064352668,318.0,11001,86,98,692
0.0,true,1.772336588,294.0,7681,71,84,659
0.0,true,2.305433254,416.0,11224,103,122,798
0.0,true,1.568521151,440.0,12520,119,133,890
0.0,true,1.572895528,414.0,13107,104,121,855
0.0,true,3.614895403,436.0,9963,105,127,864
0.0,true,1.16220143,336.0,11395,94,103,763
0.0,true,3.341016932,476.0,13894,117,142,932
0.0,true,2.375212467,386.0,11157,112,128,866
0.0,true,0.99464229,336.0,11500,101,112,733
0.0,true,1.761176506,322.0,10111,92,108,712
0.0,true,1.721464285,318.0,7300,65,74,654
0.0,true,1.145834076,348.0,10502,89,104,772
0.0,true,1.499891586,366.0,9976,88,108,762
0.0,true,2.206279733,408.0,12594,101,120,792
0.0,true,1.458617957,356.0,8025,73,95,766
0.0,true,3.557598799,506.0,16201,124,151,972
0.0,true,2.455993562,374.0,12415,96,112,729
0.0,true,1.295951456,316.0,8762,84,95,728
0.0,true,1.151225569,340.0,9287,85,105,757
0.0,true,0.952492681,314.0,10228,89,99,714
0.0,true,0.808684008,348.0,12235,98,112,751
0.0,true,0.933176168,260.0,7291,64,73,607
0.0,true,1.286835587,326.0,13373,102,114,698
0.0,true,2.18681963,370.0,9747,100,114,820
0.0,true,1.581367905,342.0,11988,89,100,731
0.0,true,1.318609748,348.0,10967,101,111,766
0.0,true,1.001453909,406.0,8905,87,115,906
0.0,true,2.186370517,420.0,12981,117,136,911
0.0,true,0.78878944,322.0,10979,80,95,717
0.0,true,1.997304311,350.0,10462,107,118,733
0.0,true,1.871891781,400.0,11157,108,122,837
0.0,true,2.323570864,376.0,9206,96,110,781
0.0,true,0.699175815,294.0,9414,86,95,694
0.0,true,0.962010946,286.0,9688,79,89,659
0.0,true,1.271307494,342.0,11670,99,113,764
0.0,true,1.730990068,352.0,9457,91,106,743
0.0,true,2.117837647,370.0,12676,113,130,812
0.0,true,2.034872468,362.0,11741,102,114,785
0.0,true,3.342694084,494.0,17316,133,162,1016
0.0,true,3.570573269,528.0,16304,149,179,1075
0.0,true,1.814329834,344.0,9030,71,85,684
0.0,true,1.326102997,340.0,12869,104,112,730
0.0,true,0.888249709,324.0,8294,81,94,711
0.0,true,1.101560417,420.0,11058,89,116,896
0.0,true,1.956775012,382.0,14347,116,134,807
0.0,true,2.770941167,428.0,12275,114,138,908
0.0,true,1.71019598,334.0,10547,101,111,749
0.0,true,1.936751833,402.0,11673,104,121,872
0.0,true,2.021724728,398.0,11873,106,124,795
0.0,true,1.79275094,390.0,10551,83,97,767
0.0,true,1.28852559,296.0,8551,76,88,664
0.0,true,1.696444005,442.0,14179,116,140,946
0.0,true,1.351096677,478.0,15805,134,168,1030
0.0,true,1.770253529,380.0,12242,107,121,780
0.0,true,2.406031227,394.0,12092,114,126,888
0.0,true,2.129687462,356.0,8421,72,87,768
0.0,true,2.339029267,354.0,9928,78,93,703
0.0,true,3.375026857,496.0,12157,117,147,1049
0.0,true,1.744833227,306.0,10429,84,96,677
0.0,true,1.953063553,388.0,12030,93,116,833
0.0,true,1.330063791,418.0,15191,133,152,877
0.0,true,0.560968608,346.0,13217,97,109,765
0.0,true,0.545613108,406.0,11575,105,117,861
0.0,true,0.593823642,290.0,6999,65,71,631
0.0,true,0.415366195,312.0,8325,66,76,658
0.0,true,0.655691599,328.0,10198,91,100,712
0.0,true,0.707809089,322.0,8429,78,87,662
0.0,true,0.661322857,378.0,10401,98,111,843
0.0,true,0.857422594,404.0,10307,90,110,796
0.0,true,0.574847459,342.0,9619,80,99,747
0.0,true,0.335748099,342.0,11154,85,105,750
0.0,true,0.945406598,302.0,8578,79,85,618
0.0,true,1.106343722,310.0,10937,85,92,629
0.0,true,0.325055973,320.0,13060,99,118,743
0.0,true,1.115971758,280.0,7998,64,72,620
0.0,true,2.05604626,324.0,9898,91,102,701
0.0,true,1.06647951,374.0,14255,106,125,780
0.0,true,1.324667321,320.0,8576,82,95,708
0.0,true,1.414808063,374.0,9776,101,120,790
0.0,true,0.819490011,444.0,13897,129,152,893
0.0,true,2.039270894,530.0,11625,118,153,1053
0.0,true,0.475296234,278.0,9922,88,95,666
0.0,true,0.608942297,340.0,11915,93,105,728
0.0,true,1.029028738,390.0,13017,105,122,820
0.0,true,0.624870521,394.0,13131,120,137,865
0.0,true,0.679822453,350.0,8996,86,107,801
0.0,true,1.004496899,416.0,12020,128,141,882
0.0,true,0.739355352,370.0,10211,94,111,818
0.0,true,0.88634796,360.0,9045,90,103,783
0.0,true,0.515478488,348.0,8710,77,95,747
0.0,true,0.897472031,408.0,11718,100,128,903
0.0,true,1.015605034,466.0,16595,122,145,903
0.0,true,1.103069065,396.0,14344,106,126,808
0.0,true,0.875022407,422.0,10891,104,123,904
0.0,true,0.656669694,346.0,10409,79,98,723
0.0,true,0.732847475,312.0,9334,95,102,699
0.0,true,1.605172181,398.0,11061,111,119,811
0.0,true,0.947633331,406.0,10703,107,126,873
0.0,true,0.908094914,472.0,15703,124,146,935
0.0,true,0.764403781,390.0,10321,115,128,852
0.0,true,0.761967323,334.0,10249,85,97,692
0.0,true,0.598743889,324.0,10101,98,107,714
0.0,true,0.585794622,324.0,8700,86,101,712
0.0,true,0.314892161,416.0,17892,104,128,825
0.0,true,0.798190308,430.0,14578,132,158,962
0.0,true,0.959007229,408.0,12801,100,122,809
0.0,true,0.744541387,446.0,13944,113,128,912
0.0,true,0.907064587,334.0,7757,79,92,699
0.0,true,0.744270968,380.0,9396,95,114,832
0.0,true,1.164350804,438.0,13360,114,136,909
0.0,true,0.297479775,326.0,12718,91,112,744
0.0,true,0.945478007,316.0,10055,103,107,721
0.0,true,1.659605473,428.0,10662,101,124,874
0.0,true,0.946294199,400.0,10720,89,107,793
0.0,true,0.736167296,404.0,11738,112,132,850
0.0,true,0.827070059,420.0,11321,91,112,823
0.0,true,0.786286742,410.0,13256,105,126,855
0.0,true,0.915604601,394.0,10469,100,117,840
0.0,true,0.805682769,362.0,9585,84,99,747
0.0,true,0.784396141,378.0,10536,99,112,798
0.0,true,0.693716637,310.0,8393,79,86,685
0.0,true,0.988546299,440.0,10563,103,130,872
0.0,true,0.653640422,342.0,9436,100,115,739
0.0,true,1.157181907,420.0,10840,105,125,887
0.0,true,0.826672041,356.0,10783,92,106,766
0.0,true,1.167587027,320.0,9863,109,116,714
0.0,true,1.20720397,668.0,24443,185,217,1299
0.0,true,1.636164966,518.0,14910,121,145,941
0.0,true,0.776359333,348.0,12299,120,134,768
0.0,true,0.808993265,316.0,9159,82,94,712
0.0,true,0.650870138,422.0,12842,100,124,882
0.0,true,0.508246679,312.0,10875,77,89,645
0.0,true,0.505783465,464.0,19532,126,153,979
0.0,true,1.214025101,446.0,11540,122,145,949
0.0,true,0.863448057,378.0,11995,104,123,826
0.0,true,0.650528217,452.0,17421,119,145,905
0.0,true,0.697590036,392.0,11357,101,119,878
0.0,true,0.655417584,352.0,10884,85,102,725
0.0,true,1.585572754,460.0,15305,118,140,913
0.0,true,0.614345131,448.0,15018,127,144,920
0.0,true,0.699584293,362.0,12084,102,113,800
0.0,true,0.497238835,356.0,13801,103,115,771
0.0,true,0.766915247,266.0,9265,69,78,571
0.0,true,1.177361625,424.0,16357,144,164,963
0.0,true,1.035041718,462.0,16491,137,161,989
0.0,true,0.873277695,408.0,11971,99,127,842
0.0,true,1.106771035,386.0,10722,97,119,850
0.0,true,1.132648089,362.0,10952,89,104,740
0.0,true,1.418745169,386.0,9025,92,103,784
0.0,true,0.844232467,402.0,13635,109,127,800
0.0,true,0.635085671,336.0,12348,95,103,658
0.0,true,0.692134224,350.0,10930,85,107,738
0.0,true,0.959273723,344.0,11117,104,116,738
0.0,true,1.008020167,326.0,8339,83,92,680
0.0,true,0.808899968,522.0,16563,117,141,944
0.0,true,0.501982937,368.0,8511,76,96,799
0.0,true,0.568985117,304.0,9410,89,96,691
0.0,true,0.481228142,400.0,11449,108,126,851
0.0,true,0.566210187,362.0,12126,100,113,796
0.0,true,0.884430005,348.0,9109,84,91,704
0.0,true,0.908917319,362.0,8732,73,86,716
0.0,true,0.829355973,320.0,10482,92,104,690
0.0,true,0.633026751,468.0,15624,135,153,978
0.0,true,0.992562677,376.0,9368,73,93,724
0.0,true,0.714808377,358.0,12469,98,117,740
0.0,true,0.789085552,366.0,11304,111,126,805
0.0,true,0.478662124,382.0,12710,110,119,870
0.0,true,0.695396361,418.0,13098,97,115,874
0.0,true,0.903966799,318.0,9529,79,92,674
0.0,true,0.928183098,388.0,10743,97,114,838
0.0,true,0.650435353,332.0,11695,100,112,727
0.0,true,0.505854629,280.0,7438,67,83,639
0.0,true,0.725929483,388.0,11488,105,122,834
0.0,true,0.461797582,336.0,7653,72,87,746
0.0,true,0.84596751,388.0,9457,93,113,820
0.0,true,0.983644308,442.0,15533,137,157,971
0.0,true,0.575527295,314.0,9359,75,85,668
0.0,true,0.494873551,358.0,15212,107,125,802
0.0,true,0.784474778,414.0,15978,122,143,860
0.0,true,1.132481219,346.0,7336,75,90,703
0.0,true,0.439886228,286.0,8328,73,81,643
0.0,true,0.790343416,394.0,9030,105,117,868
0.0,true,0.644411464,374.0,10358,95,106,769
0.0,true,0.360243735,310.0,9710,99,110,738
0.0,true,0.724083563,292.0,7976,71,90,627
0.0,true,0.325638882,292.0,8084,88,93,638
0.0,true,1.102017661,396.0,9886,94,113,774
0.0,true,1.367823708,572.0,16882,149,177,1090
0.0,true,0.591119593,374.0,12595,115,126,815
0.0,true,0.531414849,310.0,9984,93,104,709
0.0,true,0.669456574,318.0,9622,90,106,726
0.0,true,0.824891882,454.0,12507,113,126,873
0.0,true,0.467685869,408.0,13939,106,127,823
0.0,true,0.445962936,424.0,11591,99,118,834
0.0,true,0.692673688,314.0,9538,86,98,654
0.0,true,0.514860077,280.0,8703,72,87,660
0.0,true,1.17840825,574.0,17233,141,173,1044
0.0,true,0.690484637,436.0,12554,110,131,908
0.0,true,1.84161268,548.0,16743,149,176,1073
0.0,true,0.697580198,286.0,8605,80,87,638
0.0,true,1.301186106,492.0,13148,130,155,997
0.0,true,1.498739287,444.0,11447,103,117,872
0.0,true,0.715273789,360.0,12160,103,119,786
0.0,true,1.095800775,328.0,8552,80,92,681
0.0,true,0.463512228,306.0,11953,90,100,670
0.0,true,1.109969487,396.0,12474,109,124,805
0.0,true,0.706816386,402.0,9571,96,116,885
0.0,true,0.687134861,352.0,11161,97,110,751
0.0,true,0.702925643,406.0,10155,98,119,812
0.0,true,0.561682949,342.0,11986,106,121,775
0.0,true,0.479047907,312.0,10755,83,99,710
0.0,true,0.647318634,432.0,11432,119,136,877
0.0,true,1.323792624,512.0,13163,136,160,1039
0.0,true,0.99112782,294.0,6483,64,71,599
0.0,true,0.419708132,288.0,10025,77,87,649
0.0,true,1.14195104,454.0,9344,105,119,904
0.0,true,0.530586079,346.0,10456,84,95,732
0.0,true,0.913265792,414.0,12031,116,125,816
0.0,true,0.812443012,368.0,11742,112,123,821
0.0,true,0.349329935,300.0,8352,76,83,670
0.0,true,0.837678333,374.0,12258,104,119,820
0.0,true,0.93191443,520.0,16826,117,142,986
0.0,true,0.959417638,440.0,14553,122,143,908
0.0,true,1.153637615,300.0,8321,82,91,639
0.0,true,1.058181817,380.0,12131,88,103,768
0.0,true,0.810842455,398.0,13097,122,135,861
0.0,true,1.049304591,450.0,13450,119,139,922
0.0,true,0.464691993,294.0,9611,85,100,683
0.0,true,0.671471454,290.0,9789,86,93,657
0.0,true,1.154098522,372.0,12025,104,115,744
0.0,true,0.879916412,406.0,9492,92,112,873
0.0,true,0.535804514,324.0,8206,63,75,683
0.0,true,0.924958974,370.0,9811,95,105,743
0.0,true,0.643037137,320.0,9582,89,98,673
0.0,true,0.986917057,340.0,7691,77,91,703
0.0,true,0.634889601,346.0,10266,104,114,730
0.0,true,0.840224649,402.0,10744,108,124,813
0.0,true,1.282927087,394.0,11690,105,118,783
0.0,true,0.425865316,300.0,10319,85,96,681
0.0,true,1.121360185,468.0,10943,113,131,935
0.0,true,0.753017389,318.0,9031,89,102,696
0.0,true,0.845731015,402.0,13049,111,122,833
0.0,true,1.264674549,406.0,9344,97,111,806
0.0,true,0.651393378,276.0,8276,78,92,630
0.0,true,0.956953586,366.0,10994,98,115,788
0.0,true,0.320639038,350.0,11832,88,104,780
0.0,true,0.914978267,468.0,14318,127,160,1001
0.0,true,0.841666328,342.0,8867,97,107,758
0.0,true,1.292684481,506.0,18073,159,182,1089
0.0,true,0.533535195,384.0,15472,113,136,815
0.0,true,0.403576833,398.0,13730,112,129,879
0.0,true,0.798352507,322.0,8108,87,94,710
0.0,true,0.387163539,392.0,10353,96,113,849
0.0,true,0.761269131,344.0,9181,78,95,740
0.0,true,1.160981415,506.0,15658,131,155,977
0.0,true,0.98710127,408.0,10361,111,133,900
0.0,true,0.755395966,316.0,10281,85,95,692
0.0,true,0.978487342,394.0,14879,123,140,832
0.0,true,1.262146362,456.0,12529,105,125,917
0.0,true,0.640018359,328.0,9308,86,99,713
0.0,true,0.836157655,334.0,9619,89,97,721
0.0,true,0.995559645,352.0,7899,70,91,717
0.0,true,0.755919448,338.0,9997,82,98,709
0.0,true,1.076940209,366.0,10249,91,109,742
0.0,true,0.719150154,446.0,11669,107,127,911
0.0,true,1.061895764,484.0,13804,149,173,1025
0.0,true,0.496294543,334.0,11291,99,110,753
0.0,true,0.505915805,330.0,11499,87,105,720
0.0,true,1.078764646,348.0,12528,96,106,721
0.0,true,1.214776505,502.0,17325,129,155,981
0.0,true,0.614112646,338.0,9937,89,99,737
0.0,true,0.493899181,306.0,8909,78,86,654
0.0,true,0.719142509,390.0,12569,103,118,826
0.0,true,1.087906833,424.0,12678,124,143,862
0.0,true,0.558177083,330.0,9841,71,85,697
0.0,true,0.820425856,356.0,10124,91,105,718
0.0,true,0.628309234,412.0,13350,99,122,864
0.0,true,1.009271097,334.0,11705,99,113,742
0.0,true,1.625690397,502.0,11858,111,132,968
0.0,true,0.631176049,368.0,11160,102,114,789
0.0,true,1.178697247,436.0,13073,124,140,932
0.0,true,1.05364727,352.0,11584,103,119,763
0.0,true,1.078388883,448.0,17667,139,163,956
0.0,true,0.684330093,388.0,15982,120,136,823
0.0,true,0.537358641,358.0,12400,96,110,774
0.0,true,0.773919417,392.0,12015,108,126,843
0.0,true,0.995902167,434.0,10904,98,123,870
0.0,true,0.497141747,346.0,13975,104,118,781
0.0,true,0.542477274,312.0,7714,78,87,687
0.0,true,0.812022455,574.0,17278,143,171,1139
0.0,true,0.837050696,426.0,14391,127,140,879
0.0,true,1.301250249,548.0,14131,130,152,1033
0.0,true,1.093145882,412.0,12113,121,135,860
0.0,true,0.781738601,324.0,9615,79,92,678
0.0,true,0.842618604,360.0,9001,76,93,773
0.0,true,0.473912415,310.0,9473,82,93,703
0.0,true,0.883403072,390.0,9796,86,104,794
0.0,true,0.931162701,456.0,13654,106,132,953
0.0,true,1.339270913,510.0,10559,98,127,960
0.0,true,0.838548748,318.0,9488,83,91,677
0.0,true,0.76222455,334.0,12216,88,102,747
0.0,true,1.55728806,470.0,13017,135,151,952
0.0,true,0.615540045,470.0,15671,104,128,930
0.0,true,0.44658283,374.0,10223,92,114,852
0.0,true,1.375054226,430.0,12638,124,139,849
0.0,true,0.873324648,590.0,23665,160,191,1147
0.0,true,1.083319406,434.0,13892,111,132,883
0.0,true,0.971862313,398.0,9644,93,108,782
0.0,true,0.650722082,350.0,8629,80,89,709
0.0,true,1.253633825,516.0,15738,118,154,1005
0.0,true,0.866329049,396.0,9810,84,101,762
0.0,true,0.842413183,352.0,7989,69,88,751
0.0,true,1.118525744,422.0,13550,105,130,861
0.0,true,0.732366697,370.0,13162,101,119,818
0.0,true,0.694177604,344.0,13386,97,113,707
0.0,true,1.605095724,504.0,13135,106,134,966
0.0,true,0.745466196,368.0,11944,106,122,796
0.0,true,1.142040698,308.0,6686,68,79,638
0.0,true,1.167406021,404.0,10854,106,130,884
0.0,true,0.633180541,290.0,7262,63,77,618
0.0,true,1.151180991,366.0,10743,103,116,784
0.0,true,0.687198825,348.0,9749,89,100,722
0.0,true,1.024380616,324.0,8353,72,84,669
0.0,true,1.086544686,360.0,10842,100,110,738
0.0,true,0.660522384,332.0,11142,105,115,737
0.0,true,0.519677484,286.0,9943,75,85,660
0.0,true,0.580338881,364.0,9631,85,101,786
0.0,true,1.093805611,432.0,13122,111,132,949
0.0,true,1.050442049,484.0,16414,148,170,1043
0.0,true,1.106579173,360.0,13065,106,118,731
0.0,true,0.938549695,374.0,9495,95,111,814
0.0,true,0.431519822,332.0,10221,84,99,722
0.0,true,0.952878978,310.0,9560,86,97,658
0.0,true,0.671367732,344.0,9481,77,92,695
0.0,true,0.793701359,322.0,9038,83,87,661
0.0,true,0.623995014,522.0,16062,150,172,1059
0.0,true,1.079946846,354.0,9200,90,103,724
0.0,true,0.662278027,334.0,9728,82,95,690
0.0,true,0.345295639,450.0,13405,115,138,912
0.0,true,1.067432766,492.0,18257,140,164,1039
0.0,true,0.425270116,398.0,12094,109,125,858
0.0,true,0.90305192,442.0,10557,107,125,877
0.0,true,0.554810859,306.0,9151,76,88,686
0.0,true,0.560861064,360.0,10385,92,110,783
0.0,true,0.406195057,304.0,7551,76,90,701
0.0,true,0.67522986,336.0,10193,84,100,735
0.0,true,0.796981798,412.0,16089,115,134,878
0.0,true,0.833226213,402.0,9903,87,103,827
0.0,true,1.118741367,510.0,19459,141,159,944
0.0,true,0.839340205,426.0,9579,89,114,858
0.0,true,1.438490047,504.0,12946,99,132,983
0.0,true,0.758866896,420.0,13149,98,122,831
0.0,true,0.352707767,330.0,12062,97,111,774
0.0,true,0.388391491,284.0,8732,77,85,646
0.0,true,1.079317426,430.0,9670,95,121,876
0.0,true,0.606578325,312.0,9812,79,91,685
0.0,true,1.26693119,494.0,11966,113,140,985
0.0,true,0.981284609,374.0,9577,104,115,779
0.0,true,0.686819507,378.0,9926,76,105,803
0.0,true,0.97456998,332.0,9134,80,93,689
0.0,true,0.622383347,370.0,8063,71,91,790
0.0,true,1.149636274,454.0,13969,122,144,969
0.0,true,0.578675478,296.0,9144,71,87,661
0.0,true,0.937025383,480.0,14830,133,159,981
0.0,true,0.751390328,306.0,8410,81,95,695
0.0,true,0.963981461,368.0,11076,83,106,762
0.0,true,0.630036804,306.0,10554,87,96,676
0.0,true,0.349202776,366.0,13679,115,129,817
0.0,true,0.674887017,378.0,14429,120,135,824
0.0,true,0.643067731,390.0,12529,86,109,849
0.0,true,1.806661214,452.0,13966,111,141,942
0.0,true,0.764813983,302.0,7851,66,77,646
0.0,true,0.939354552,330.0,8554,80,93,720
0.0,true,0.835768523,406.0,12411,100,118,830
0.0,true,0.607759252,298.0,9630,88,97,648
0.0,true,0.997991793,510.0,13435,114,138,964
0.0,true,0.747332267,296.0,7849,74,82,635
0.0,true,0.658063499,356.0,11387,103,118,763
0.0,true,0.962190629,432.0,11675,111,138,939
0.0,true,0.711434826,402.0,10731,108,127,851
0.0,true,0.597247401,328.0,9226,80,95,735
0.0,true,0.395540761,304.0,9913,83,90,655
0.0,true,0.272831822,318.0,10677,83,97,723
0.0,true,0.840315235,416.0,15846,106,131,839
0.0,true,0.588505692,422.0,16231,117,141,901
0.0,true,0.607177171,444.0,15189,117,134,918
0.0,true,0.759328942,326.0,9062,79,96,677
0.0,true,0.546011581,366.0,12362,105,126,813
0.0,true,0.576650594,332.0,11395,103,113,768
0.0,true,0.705599797,384.0,11630,85,107,756
0.0,true,0.776364704,396.0,10999,99,113,792
0.0,true,0.717380237,346.0,9061,93,110,745
0.0,true,0.854887995,316.0,8793,84,93,678
0.0,true,0.300627393,300.0,8639,72,85,724
0.0,true,1.300259435,524.0,13929,140,168,1031
0.0,true,0.900244797,412.0,13519,111,131,846
0.0,true,0.774163531,336.0,12802,94,108,708
0.0,true,0.386187441,282.0,9490,93,102,672
0.0,true,0.601452226,340.0,11633,94,109,727
0.0,true,1.059345374,328.0,10284,91,103,724
0.0,true,0.505519504,360.0,10780,97,110,795
0.0,true,1.285679764,448.0,10840,107,129,881
0.0,true,1.215162483,508.0,12884,124,142,967
0.0,true,1.107355521,342.0,9842,94,110,758
0.0,true,3.456615216,438.0,14958,131,147,874
0.0,true,2.232980848,514.0,20060,144,167,981
0.0,true,2.543577701,372.0,10821,91,111,776
0.0,true,1.509201887,372.0,11492,96,114,781
0.0,true,1.417946965,346.0,10422,93,111,762
0.0,true,1.152834986,382.0,10806,95,113,828
0.0,true,1.553872194,394.0,10640,92,123,829
0.0,true,1.463362122,356.0,10453,85,97,755
0.0,true,1.076222465,420.0,14495,97,111,816
0.0,true,2.021513109,400.0,16395,111,135,868
0.0,true,3.035962354,444.0,14950,127,148,939
0.0,true,3.643115985,616.0,20259,161,194,1197
0.0,true,6.114641553,368.0,8949,85,99,771
0.0,true,2.223614137,368.0,13522,112,121,779
0.0,true,0.490792685,288.0,9482,72,78,619
0.0,true,0.512812617,302.0,9791,76,88,684
0.0,true,0.728992898,398.0,10939,95,108,807
0.0,true,0.83094291,370.0,10090,94,101,747
0.0,true,1.273533134,380.0,9366,98,116,805
0.0,true,0.598856229,342.0,10280,87,102,722
0.0,true,1.03457312,442.0,12393,112,133,898
0.0,true,1.361016153,300.0,7005,79,88,703
0.0,true,1.895737151,338.0,9952,94,106,740
0.0,true,2.232443163,368.0,11307,100,112,744
0.0,true,1.624987903,382.0,9574,89,103,777
0.0,true,1.639510225,356.0,15529,108,117,699
0.0,true,0.824614226,476.0,12804,118,136,919
0.0,true,0.945163836,314.0,9172,74,95,712
0.0,true,1.290077968,410.0,11793,97,113,797
0.0,true,1.278482158,400.0,14468,116,137,826
0.0,true,1.186337946,372.0,10830,94,112,770
0.0,true,0.94759397,322.0,8813,69,84,659
0.0,true,1.308756704,330.0,11448,100,117,727
0.0,true,1.761554769,450.0,13767,127,151,969
0.0,true,2.079906123,320.0,10750,100,110,689
0.0,true,2.194161666,416.0,12332,104,117,802
0.0,true,1.629283264,380.0,14626,114,133,822
0.0,true,1.333851574,354.0,12274,102,112,747
0.0,true,1.867640726,324.0,8261,78,91,698
0.0,true,1.34944351,368.0,10337,102,118,831
0.0,true,1.315199061,290.0,7651,71,84,656
0.0,true,2.064197896,438.0,14679,119,142,893
0.0,true,2.470399091,344.0,10086,95,110,759
0.0,true,2.91385478,364.0,9137,82,100,746
0.0,true,2.092068104,390.0,10493,104,117,789
0.0,true,1.542021266,312.0,8142,81,91,668
0.0,true,1.347594982,312.0,10795,94,101,719
0.0,true,2.419173581,452.0,13180,129,147,951
0.0,true,1.869774545,346.0,10921,91,110,737
0.0,true,3.021477682,406.0,14696,125,136,831
0.0,true,1.97402999,328.0,8263,79,90,725
0.0,true,3.017989284,406.0,10961,97,121,826
0.0,true,2.765327169,336.0,8707,80,88,688
0.0,true,1.428327917,414.0,16933,129,146,876
0.0,true,1.899409721,348.0,12089,102,115,735
0.0,true,1.803357,426.0,13311,118,134,865
0.0,true,1.435526586,312.0,7511,76,87,710
0.0,true,1.914785391,346.0,10378,99,111,735
0.0,true,4.533481227,684.0,19574,153,196,1260
0.0,true,3.920163466,392.0,9394,94,109,851
0.0,true,2.748617779,432.0,11358,107,125,909
0.0,true,1.246714731,462.0,12256,109,135,920
0.0,true,1.519348882,344.0,10264,93,105,735
0.0,true,0.949788345,366.0,9946,94,108,776
0.0,true,2.037724156,458.0,12308,112,131,923
0.0,true,1.839723155,386.0,13421,111,126,808
0.0,true,1.683199281,334.0,11291,87,100,710
0.0,true,3.609824664,442.0,12950,112,140,927
0.0,true,2.890394928,338.0,10839,94,103,745
0.0,true,3.216002922,346.0,8591,83,96,725
0.0,true,1.427946965,526.0,16515,131,159,1049
0.0,true,2.530708514,372.0,11028,102,121,790
0.0,true,1.208159066,364.0,11659,91,103,779
0.0,true,2.4636048,384.0,12644,116,133,795
