Probability,Solvable,Runtime,Path Length (Repeated A*,Path Length (Discovered),Path Length (Complete),Number of Cells Processed,Runtime Weight (EC),Backtrack Steps (EC)
0.0,true,-1,270.0,-1.0,-1.0,7993,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9445,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,11597,1.0,0.0
0.0,true,-1,574.0,-1.0,-1.0,15394,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,12235,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,7967,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,11882,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,8814,1.0,0.0
0.0,true,-1,430.0,-1.0,-1.0,10418,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,7986,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,8624,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,11441,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,7550,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9376,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,10760,1.0,0.0
0.0,true,-1,470.0,-1.0,-1.0,11820,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,10022,1.0,0.0
0.0,true,-1,428.0,-1.0,-1.0,10093,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7639,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,10008,1.0,0.0
0.0,true,-1,582.0,-1.0,-1.0,14260,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,7370,1.0,0.0
0.0,true,-1,292.0,-1.0,-1.0,9077,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,9984,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,9723,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,7798,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,6061,1.0,0.0
0.0,true,-1,488.0,-1.0,-1.0,11703,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,8719,1.0,0.0
0.0,true,-1,462.0,-1.0,-1.0,8849,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,10746,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,9850,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,6144,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,13049,1.0,0.0
0.0,true,-1,286.0,-1.0,-1.0,8599,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,8312,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,7216,1.0,0.0
0.0,true,-1,288.0,-1.0,-1.0,7855,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,9949,1.0,0.0
0.0,true,-1,470.0,-1.0,-1.0,12588,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9302,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,8133,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,9112,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,9552,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,8954,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,9564,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,8402,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,6573,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,12967,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,13661,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,11113,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9071,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,8623,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,9668,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,9270,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,8828,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,9963,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,9115,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,8330,1.0,0.0
0.0,true,-1,662.0,-1.0,-1.0,16849,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,8560,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,7892,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,11501,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,10864,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,11460,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,9302,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,7309,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9448,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,10459,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9326,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,7234,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,7843,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,8215,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,8709,1.0,0.0
0.0,true,-1,476.0,-1.0,-1.0,12118,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,8959,1.0,0.0
0.0,true,-1,466.0,-1.0,-1.0,9853,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,8683,1.0,0.0
0.0,true,-1,436.0,-1.0,-1.0,14012,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,8510,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,11008,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,7020,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,7733,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,9596,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,7243,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,8150,1.0,0.0
0.0,true,-1,284.0,-1.0,-1.0,8467,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,10591,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,8422,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,7078,1.0,0.0
0.0,true,-1,292.0,-1.0,-1.0,6619,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,7349,1.0,0.0
0.0,true,-1,286.0,-1.0,-1.0,6366,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,9123,1.0,0.0
0.0,true,-1,464.0,-1.0,-1.0,12777,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,9052,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8822,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,6828,1.0,0.0
0.0,true,-1,460.0,-1.0,-1.0,12809,1.0,0.0
0.0,true,-1,480.0,-1.0,-1.0,11793,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,10924,1.0,0.0
0.0,true,-1,454.0,-1.0,-1.0,10686,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,9777,1.0,0.0
0.0,true,-1,466.0,-1.0,-1.0,9370,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,11193,1.0,0.0
0.0,true,-1,460.0,-1.0,-1.0,10508,1.0,0.0
0.0,true,-1,484.0,-1.0,-1.0,11642,1.0,0.0
0.0,true,-1,514.0,-1.0,-1.0,10830,1.0,0.0
0.0,true,-1,428.0,-1.0,-1.0,9472,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,9257,1.0,0.0
0.0,true,-1,472.0,-1.0,-1.0,9989,1.0,0.0
0.0,true,-1,430.0,-1.0,-1.0,10367,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,9731,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,8475,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,10566,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,10065,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,7406,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,8948,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,10413,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,10152,1.0,0.0
0.0,true,-1,498.0,-1.0,-1.0,12245,1.0,0.0
0.0,true,-1,542.0,-1.0,-1.0,13484,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,8190,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,8811,1.0,0.0
0.0,true,-1,462.0,-1.0,-1.0,12990,1.0,0.0
0.0,true,-1,482.0,-1.0,-1.0,9333,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,10010,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,6914,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,8149,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,7625,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,8003,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,10355,1.0,0.0
0.0,true,-1,466.0,-1.0,-1.0,12121,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,9561,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,7956,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,8245,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,8167,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8303,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,9895,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9616,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,9411,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,6506,1.0,0.0
0.0,true,-1,498.0,-1.0,-1.0,13264,1.0,0.0
0.0,true,-1,292.0,-1.0,-1.0,6440,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,6038,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,8793,1.0,0.0
0.0,true,-1,520.0,-1.0,-1.0,9138,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,6796,1.0,0.0
0.0,true,-1,276.0,-1.0,-1.0,7934,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,6988,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,7444,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,8858,1.0,0.0
0.0,true,-1,282.0,-1.0,-1.0,6233,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,10858,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,9983,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,6467,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,8605,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,7925,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,7173,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,10172,1.0,0.0
0.0,true,-1,506.0,-1.0,-1.0,12809,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,13870,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,8492,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,7584,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,8932,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,9682,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,7973,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,9709,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,8424,1.0,0.0
0.0,true,-1,280.0,-1.0,-1.0,7875,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,10582,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,9025,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8713,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,7536,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,11174,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,7265,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,8536,1.0,0.0
0.0,true,-1,482.0,-1.0,-1.0,11095,1.0,0.0
0.0,true,-1,522.0,-1.0,-1.0,14287,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,10074,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,8362,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,7486,1.0,0.0
0.0,true,-1,456.0,-1.0,-1.0,9140,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,10463,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,7372,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,12233,1.0,0.0
0.0,true,-1,506.0,-1.0,-1.0,14205,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,10235,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,9053,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,11170,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,13919,1.0,0.0
0.0,true,-1,260.0,-1.0,-1.0,6557,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,7837,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,9867,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,9100,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,10257,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,8916,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,8110,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,11005,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,7900,1.0,0.0
0.0,true,-1,274.0,-1.0,-1.0,8137,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,9816,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,8203,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,8337,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,8864,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9945,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,9939,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,9615,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,12006,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,5492,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,7214,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,9945,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8137,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,11227,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,11321,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,8732,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,10663,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,11990,1.0,0.0
0.0,true,-1,436.0,-1.0,-1.0,9512,1.0,0.0
0.0,true,-1,504.0,-1.0,-1.0,12237,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,10402,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,10641,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,10249,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,9076,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,8739,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,7929,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,7525,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,8214,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,9670,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,13083,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,9763,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,11136,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,10002,1.0,0.0
0.0,true,-1,446.0,-1.0,-1.0,10978,1.0,0.0
0.0,true,-1,580.0,-1.0,-1.0,11928,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,9470,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,10886,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,9215,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,10519,1.0,0.0
0.0,true,-1,500.0,-1.0,-1.0,13426,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,8940,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,10145,1.0,0.0
0.0,true,-1,458.0,-1.0,-1.0,10160,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,9810,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,8167,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,7638,1.0,0.0
0.0,true,-1,468.0,-1.0,-1.0,12022,1.0,0.0
0.0,true,-1,290.0,-1.0,-1.0,6248,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,10155,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,9434,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,11311,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,6944,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,8272,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,13943,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,10896,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,11684,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,9304,1.0,0.0
0.0,true,-1,296.0,-1.0,-1.0,7842,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,10245,1.0,0.0
0.0,true,-1,452.0,-1.0,-1.0,11216,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,8714,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,8814,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,9698,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7224,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,12943,1.0,0.0
0.0,true,-1,440.0,-1.0,-1.0,10454,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,10464,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,6775,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,9696,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,7051,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,8962,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,9093,1.0,0.0
0.0,true,-1,590.0,-1.0,-1.0,14927,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,8689,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,9760,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,10719,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,9594,1.0,0.0
0.0,true,-1,282.0,-1.0,-1.0,7842,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,6999,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9665,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,8471,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,8025,1.0,0.0
0.0,true,-1,286.0,-1.0,-1.0,7841,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,5831,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,10302,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,9173,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,6933,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,9928,1.0,0.0
0.0,true,-1,498.0,-1.0,-1.0,9978,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,7383,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,8784,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,9657,1.0,0.0
0.0,true,-1,464.0,-1.0,-1.0,13274,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,8058,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,11729,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,6952,1.0,0.0
0.0,true,-1,452.0,-1.0,-1.0,10610,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,10724,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,11224,1.0,0.0
0.0,true,-1,468.0,-1.0,-1.0,12845,1.0,0.0
0.0,true,-1,642.0,-1.0,-1.0,16232,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9050,1.0,0.0
0.0,true,-1,476.0,-1.0,-1.0,11733,1.0,0.0
0.0,true,-1,244.0,-1.0,-1.0,7043,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,10030,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,8538,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,10710,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,9516,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,7921,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,8703,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,9598,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,7708,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,9839,1.0,0.0
0.0,true,-1,430.0,-1.0,-1.0,8414,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,8676,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,6933,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,7797,1.0,0.0
0.0,true,-1,482.0,-1.0,-1.0,12909,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,7509,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,10383,1.0,0.0
0.0,true,-1,462.0,-1.0,-1.0,12827,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,7708,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,7231,1.0,0.0
0.0,true,-1,444.0,-1.0,-1.0,9348,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,7411,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,9260,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,8679,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,6429,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,10876,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,8187,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,10037,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,10522,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,7121,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,8691,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8566,1.0,0.0
0.0,true,-1,482.0,-1.0,-1.0,10984,1.0,0.0
0.0,true,-1,572.0,-1.0,-1.0,12046,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,9198,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,8011,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8950,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,8758,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,9999,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,8631,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,7710,1.0,0.0
0.0,true,-1,456.0,-1.0,-1.0,10744,1.0,0.0
0.0,true,-1,548.0,-1.0,-1.0,16664,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,9904,1.0,0.0
0.0,true,-1,534.0,-1.0,-1.0,16740,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,11116,1.0,0.0
0.0,true,-1,436.0,-1.0,-1.0,11595,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,11425,1.0,0.0
0.0,true,-1,450.0,-1.0,-1.0,15623,1.0,0.0
0.0,true,-1,292.0,-1.0,-1.0,7399,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,9401,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,9033,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,9297,1.0,0.0
0.0,true,-1,474.0,-1.0,-1.0,10463,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,7175,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,7817,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,9621,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,7014,1.0,0.0
0.0,true,-1,270.0,-1.0,-1.0,6931,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7194,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8935,1.0,0.0
0.0,true,-1,526.0,-1.0,-1.0,16996,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,8970,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,8966,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,6956,1.0,0.0
0.0,true,-1,288.0,-1.0,-1.0,6793,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,8282,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,12080,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,10158,1.0,0.0
0.0,true,-1,480.0,-1.0,-1.0,12619,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,10500,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,7982,1.0,0.0
0.0,true,-1,530.0,-1.0,-1.0,11875,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,6494,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,9059,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,8827,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,11387,1.0,0.0
0.0,true,-1,454.0,-1.0,-1.0,13737,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,10393,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,12614,1.0,0.0
0.0,true,-1,292.0,-1.0,-1.0,7669,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,7391,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,8690,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,8464,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,10117,1.0,0.0
0.0,true,-1,290.0,-1.0,-1.0,5381,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9679,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9293,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,9242,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9377,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,11205,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,8375,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,6415,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,9148,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7743,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,9832,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,7611,1.0,0.0
0.0,true,-1,456.0,-1.0,-1.0,10745,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,9340,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,7684,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,8125,1.0,0.0
0.0,true,-1,466.0,-1.0,-1.0,9960,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,9517,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,9305,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,10599,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,10018,1.0,0.0
