Probability,Solvable,Runtime,Path Length (Repeated A*,Path Length (Discovered),Path Length (Complete),Number of Cells Processed,Runtime Weight (EC),Backtrack Steps (EC)
0.0,true,-1,498.0,-1.0,-1.0,13047,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,7401,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,10586,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,10358,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,7801,1.0,0.0
0.0,true,-1,598.0,-1.0,-1.0,17157,1.0,0.0
0.0,true,-1,600.0,-1.0,-1.0,18499,1.0,0.0
0.0,true,-1,502.0,-1.0,-1.0,15716,1.0,0.0
0.0,true,-1,514.0,-1.0,-1.0,12111,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,7744,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,10996,1.0,0.0
0.0,true,-1,278.0,-1.0,-1.0,7095,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,10365,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,9720,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,9553,1.0,0.0
0.0,true,-1,482.0,-1.0,-1.0,12203,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,5846,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,8897,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,12011,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,6670,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,8838,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,9287,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9754,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,7788,1.0,0.0
0.0,true,-1,284.0,-1.0,-1.0,6143,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,9061,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,10604,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,7161,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,7948,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,10249,1.0,0.0
0.0,true,-1,468.0,-1.0,-1.0,10267,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,11291,1.0,0.0
0.0,true,-1,292.0,-1.0,-1.0,7941,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,10240,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,9859,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,7470,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,9986,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,10876,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,9385,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,6364,1.0,0.0
0.0,true,-1,282.0,-1.0,-1.0,6491,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,11141,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,12975,1.0,0.0
0.0,true,-1,278.0,-1.0,-1.0,6924,1.0,0.0
0.0,true,-1,288.0,-1.0,-1.0,9361,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,8556,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,10860,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,8984,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,10022,1.0,0.0
0.0,true,-1,464.0,-1.0,-1.0,9364,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,7825,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,7973,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,7572,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,8332,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,8241,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9912,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,5970,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,7837,1.0,0.0
0.0,true,-1,520.0,-1.0,-1.0,11772,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,8833,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,9501,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,6722,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,7598,1.0,0.0
0.0,true,-1,628.0,-1.0,-1.0,18145,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,9691,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,10244,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,9524,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,10144,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9289,1.0,0.0
0.0,true,-1,446.0,-1.0,-1.0,11029,1.0,0.0
0.0,true,-1,478.0,-1.0,-1.0,11967,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,7628,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,10589,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,8617,1.0,0.0
0.0,true,-1,428.0,-1.0,-1.0,8614,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,9724,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,9904,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,13229,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,10695,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,11315,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,10469,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,5831,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,7165,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,10699,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,9068,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,8782,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,8484,1.0,0.0
0.0,true,-1,288.0,-1.0,-1.0,7151,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,8323,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,9297,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,9804,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9964,1.0,0.0
0.0,true,-1,292.0,-1.0,-1.0,7544,1.0,0.0
0.0,true,-1,536.0,-1.0,-1.0,18739,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,8891,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,9100,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,8474,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,7843,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,7536,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,7697,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,9923,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,8427,1.0,0.0
0.0,true,-1,476.0,-1.0,-1.0,10721,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7371,1.0,0.0
0.0,true,-1,292.0,-1.0,-1.0,8556,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8044,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,10201,1.0,0.0
0.0,true,-1,446.0,-1.0,-1.0,11568,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9690,1.0,0.0
0.0,true,-1,488.0,-1.0,-1.0,8294,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,6536,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,8127,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,10087,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,8599,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,11056,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,9976,1.0,0.0
0.0,true,-1,296.0,-1.0,-1.0,9358,1.0,0.0
0.0,true,-1,452.0,-1.0,-1.0,9194,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9122,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,8915,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,10248,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,8395,1.0,0.0
0.0,true,-1,562.0,-1.0,-1.0,15426,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,10095,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,10621,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,10314,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,7030,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,7624,1.0,0.0
0.0,true,-1,290.0,-1.0,-1.0,6751,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,8185,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,7431,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,12542,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9573,1.0,0.0
0.0,true,-1,296.0,-1.0,-1.0,5704,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,9133,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,7546,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,9528,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,14213,1.0,0.0
0.0,true,-1,290.0,-1.0,-1.0,7374,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9261,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,10750,1.0,0.0
0.0,true,-1,498.0,-1.0,-1.0,12213,1.0,0.0
0.0,true,-1,510.0,-1.0,-1.0,13360,1.0,0.0
0.0,true,-1,280.0,-1.0,-1.0,7091,1.0,0.0
0.0,true,-1,450.0,-1.0,-1.0,13624,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,6997,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,7157,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,9001,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,9619,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,8399,1.0,0.0
0.0,true,-1,394.0,-1.0,-1.0,11682,1.0,0.0
0.0,true,-1,452.0,-1.0,-1.0,10021,1.0,0.0
0.0,true,-1,492.0,-1.0,-1.0,12219,1.0,0.0
0.0,true,-1,468.0,-1.0,-1.0,9212,1.0,0.0
0.0,true,-1,276.0,-1.0,-1.0,7223,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,5880,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,8017,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,8978,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,9791,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,9011,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,10281,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,12649,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,9329,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,7789,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,9304,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,8833,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,10243,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,8819,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,6565,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,9551,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,7246,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9152,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,9122,1.0,0.0
0.0,true,-1,352.0,-1.0,-1.0,10257,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,8126,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,10261,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,10143,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,9380,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7872,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,11084,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,11081,1.0,0.0
0.0,true,-1,324.0,-1.0,-1.0,9513,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,8171,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,7499,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,10756,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,12360,1.0,0.0
0.0,true,-1,440.0,-1.0,-1.0,11081,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,12544,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,8239,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,13112,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,7676,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,7855,1.0,0.0
0.0,true,-1,320.0,-1.0,-1.0,7041,1.0,0.0
0.0,true,-1,482.0,-1.0,-1.0,12591,1.0,0.0
0.0,true,-1,488.0,-1.0,-1.0,13643,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,7946,1.0,0.0
0.0,true,-1,462.0,-1.0,-1.0,9345,1.0,0.0
0.0,true,-1,436.0,-1.0,-1.0,9911,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,9716,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,8312,1.0,0.0
0.0,true,-1,538.0,-1.0,-1.0,13093,1.0,0.0
0.0,true,-1,388.0,-1.0,-1.0,10582,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,9019,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9094,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,7706,1.0,0.0
0.0,true,-1,428.0,-1.0,-1.0,8140,1.0,0.0
0.0,true,-1,364.0,-1.0,-1.0,10907,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,9469,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,9295,1.0,0.0
0.0,true,-1,500.0,-1.0,-1.0,14077,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,9288,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,10306,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,12823,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,9507,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,10631,1.0,0.0
0.0,true,-1,428.0,-1.0,-1.0,8316,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,10666,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,8637,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,8458,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,9148,1.0,0.0
0.0,true,-1,678.0,-1.0,-1.0,17842,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,8094,1.0,0.0
0.0,true,-1,574.0,-1.0,-1.0,15914,1.0,0.0
0.0,true,-1,290.0,-1.0,-1.0,7882,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,6885,1.0,0.0
0.0,true,-1,328.0,-1.0,-1.0,7942,1.0,0.0
0.0,true,-1,420.0,-1.0,-1.0,10454,1.0,0.0
0.0,true,-1,332.0,-1.0,-1.0,8256,1.0,0.0
0.0,true,-1,260.0,-1.0,-1.0,7088,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,7096,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,8582,1.0,0.0
0.0,true,-1,362.0,-1.0,-1.0,10945,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,9090,1.0,0.0
0.0,true,-1,522.0,-1.0,-1.0,12389,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,7598,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,8974,1.0,0.0
0.0,true,-1,444.0,-1.0,-1.0,12629,1.0,0.0
0.0,true,-1,548.0,-1.0,-1.0,12823,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,8835,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7457,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,11026,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,9086,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9023,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,8453,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,11644,1.0,0.0
0.0,true,-1,346.0,-1.0,-1.0,6739,1.0,0.0
0.0,true,-1,314.0,-1.0,-1.0,8667,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,7879,1.0,0.0
0.0,true,-1,316.0,-1.0,-1.0,7929,1.0,0.0
0.0,true,-1,294.0,-1.0,-1.0,8171,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8033,1.0,0.0
0.0,true,-1,470.0,-1.0,-1.0,13828,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,9047,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,7474,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,10783,1.0,0.0
0.0,true,-1,290.0,-1.0,-1.0,8403,1.0,0.0
0.0,true,-1,492.0,-1.0,-1.0,14255,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,8574,1.0,0.0
0.0,true,-1,446.0,-1.0,-1.0,10909,1.0,0.0
0.0,true,-1,400.0,-1.0,-1.0,8777,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,8254,1.0,0.0
0.0,true,-1,322.0,-1.0,-1.0,7726,1.0,0.0
0.0,true,-1,466.0,-1.0,-1.0,10824,1.0,0.0
0.0,true,-1,426.0,-1.0,-1.0,11066,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,7755,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,7388,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,7378,1.0,0.0
0.0,true,-1,376.0,-1.0,-1.0,8582,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,8770,1.0,0.0
0.0,true,-1,418.0,-1.0,-1.0,9051,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,7324,1.0,0.0
0.0,true,-1,350.0,-1.0,-1.0,7998,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,12097,1.0,0.0
0.0,true,-1,358.0,-1.0,-1.0,8264,1.0,0.0
0.0,true,-1,380.0,-1.0,-1.0,10241,1.0,0.0
0.0,true,-1,276.0,-1.0,-1.0,7927,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,10236,1.0,0.0
0.0,true,-1,290.0,-1.0,-1.0,6603,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,8506,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,8782,1.0,0.0
0.0,true,-1,318.0,-1.0,-1.0,10488,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,8324,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,9870,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,9028,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,8327,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,7915,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,10376,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,10589,1.0,0.0
0.0,true,-1,298.0,-1.0,-1.0,7834,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,10352,1.0,0.0
0.0,true,-1,312.0,-1.0,-1.0,8861,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,10823,1.0,0.0
0.0,true,-1,442.0,-1.0,-1.0,11358,1.0,0.0
0.0,true,-1,502.0,-1.0,-1.0,11096,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,9667,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,13875,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,12206,1.0,0.0
0.0,true,-1,300.0,-1.0,-1.0,8973,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,9896,1.0,0.0
0.0,true,-1,264.0,-1.0,-1.0,7080,1.0,0.0
0.0,true,-1,436.0,-1.0,-1.0,10232,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,9296,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,7674,1.0,0.0
0.0,true,-1,608.0,-1.0,-1.0,17830,1.0,0.0
0.0,true,-1,416.0,-1.0,-1.0,9767,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,12633,1.0,0.0
0.0,true,-1,448.0,-1.0,-1.0,9833,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,8483,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,7495,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,11459,1.0,0.0
0.0,true,-1,410.0,-1.0,-1.0,9789,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,10478,1.0,0.0
0.0,true,-1,566.0,-1.0,-1.0,16253,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,8665,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,10935,1.0,0.0
0.0,true,-1,404.0,-1.0,-1.0,9289,1.0,0.0
0.0,true,-1,286.0,-1.0,-1.0,6660,1.0,0.0
0.0,true,-1,472.0,-1.0,-1.0,12732,1.0,0.0
0.0,true,-1,552.0,-1.0,-1.0,14781,1.0,0.0
0.0,true,-1,366.0,-1.0,-1.0,9488,1.0,0.0
0.0,true,-1,304.0,-1.0,-1.0,6927,1.0,0.0
0.0,true,-1,266.0,-1.0,-1.0,7969,1.0,0.0
0.0,true,-1,498.0,-1.0,-1.0,11889,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,11744,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,9369,1.0,0.0
0.0,true,-1,354.0,-1.0,-1.0,7591,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,9294,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,8465,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,9174,1.0,0.0
0.0,true,-1,512.0,-1.0,-1.0,12912,1.0,0.0
0.0,true,-1,334.0,-1.0,-1.0,7708,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,6248,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,11901,1.0,0.0
0.0,true,-1,434.0,-1.0,-1.0,13793,1.0,0.0
0.0,true,-1,530.0,-1.0,-1.0,14687,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,10276,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,10135,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,7471,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9485,1.0,0.0
0.0,true,-1,288.0,-1.0,-1.0,7698,1.0,0.0
0.0,true,-1,368.0,-1.0,-1.0,10511,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,9664,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,6287,1.0,0.0
0.0,true,-1,438.0,-1.0,-1.0,13573,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8979,1.0,0.0
0.0,true,-1,396.0,-1.0,-1.0,9566,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,9537,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,11263,1.0,0.0
0.0,true,-1,480.0,-1.0,-1.0,14501,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,6678,1.0,0.0
0.0,true,-1,278.0,-1.0,-1.0,8053,1.0,0.0
0.0,true,-1,468.0,-1.0,-1.0,12366,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,10797,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,8277,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,12107,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,8500,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,7844,1.0,0.0
0.0,true,-1,330.0,-1.0,-1.0,6755,1.0,0.0
0.0,true,-1,528.0,-1.0,-1.0,12912,1.0,0.0
0.0,true,-1,374.0,-1.0,-1.0,8316,1.0,0.0
0.0,true,-1,462.0,-1.0,-1.0,11954,1.0,0.0
0.0,true,-1,356.0,-1.0,-1.0,8150,1.0,0.0
0.0,true,-1,430.0,-1.0,-1.0,10598,1.0,0.0
0.0,true,-1,390.0,-1.0,-1.0,8886,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,13296,1.0,0.0
0.0,true,-1,422.0,-1.0,-1.0,11183,1.0,0.0
0.0,true,-1,348.0,-1.0,-1.0,9227,1.0,0.0
0.0,true,-1,500.0,-1.0,-1.0,11676,1.0,0.0
0.0,true,-1,338.0,-1.0,-1.0,10061,1.0,0.0
0.0,true,-1,306.0,-1.0,-1.0,6910,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,10193,1.0,0.0
0.0,true,-1,310.0,-1.0,-1.0,7260,1.0,0.0
0.0,true,-1,444.0,-1.0,-1.0,9286,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,10088,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,10416,1.0,0.0
0.0,true,-1,392.0,-1.0,-1.0,10424,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,7946,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,7844,1.0,0.0
0.0,true,-1,370.0,-1.0,-1.0,8930,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,8504,1.0,0.0
0.0,true,-1,480.0,-1.0,-1.0,9741,1.0,0.0
0.0,true,-1,302.0,-1.0,-1.0,8719,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,10021,1.0,0.0
0.0,true,-1,336.0,-1.0,-1.0,8393,1.0,0.0
0.0,true,-1,386.0,-1.0,-1.0,12484,1.0,0.0
0.0,true,-1,470.0,-1.0,-1.0,13709,1.0,0.0
0.0,true,-1,360.0,-1.0,-1.0,11621,1.0,0.0
0.0,true,-1,424.0,-1.0,-1.0,12595,1.0,0.0
0.0,true,-1,372.0,-1.0,-1.0,9875,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,5883,1.0,0.0
0.0,true,-1,398.0,-1.0,-1.0,12694,1.0,0.0
0.0,true,-1,340.0,-1.0,-1.0,10164,1.0,0.0
0.0,true,-1,308.0,-1.0,-1.0,8383,1.0,0.0
0.0,true,-1,288.0,-1.0,-1.0,8453,1.0,0.0
0.0,true,-1,384.0,-1.0,-1.0,9258,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,9159,1.0,0.0
0.0,true,-1,344.0,-1.0,-1.0,9077,1.0,0.0
0.0,true,-1,326.0,-1.0,-1.0,9623,1.0,0.0
0.0,true,-1,408.0,-1.0,-1.0,10785,1.0,0.0
0.0,true,-1,342.0,-1.0,-1.0,7035,1.0,0.0
0.0,true,-1,562.0,-1.0,-1.0,16109,1.0,0.0
0.0,true,-1,402.0,-1.0,-1.0,10338,1.0,0.0
0.0,true,-1,378.0,-1.0,-1.0,9258,1.0,0.0
0.0,true,-1,382.0,-1.0,-1.0,8706,1.0,0.0
0.0,true,-1,414.0,-1.0,-1.0,10143,1.0,0.0
0.0,true,-1,406.0,-1.0,-1.0,10938,1.0,0.0
0.0,true,-1,432.0,-1.0,-1.0,10271,1.0,0.0
0.0,true,-1,472.0,-1.0,-1.0,10784,1.0,0.0
0.0,true,-1,412.0,-1.0,-1.0,11120,1.0,0.0
